smiles,celecoxib-rediscovery
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0
[CH2+27]C(F)(F)c1cc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(C)cc2)n1,0.868421052631579
[CH2+25]S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C)cc2)cc1,0.868421052631579
[C+34]S(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,0.868421052631579
[C+31]C(F)(F)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,0.868421052631579
Cc1ccc(-n2nc(C([OH8+64])(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C([O-])(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C([CH6+37])(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C([CH6+23])(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C([CH3+88])(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(O)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(N)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[SiH7+68])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[SiH7+67])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[SiH+26])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[Si+64])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[SeH6+72])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[SH2+24])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[PH6+12])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[PH4+64])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[P-2])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[P+25])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)[IH4+37])cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)S)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)P)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)I)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S([NH3+10])(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S([NH+58])(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S([NH+23])(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S([N+86])(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=[NH2+62])=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[SeH+31])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[SH3+23])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[SH+79])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[PH2+8])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[PH-])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[O+76])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[IH2+74])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[IH2+32])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[IH+67])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[FH2+27])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=[FH+64])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=S)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=P)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SeH4+76])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SeH2+58])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SeH+66])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[Se+61])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SH7+8])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SH3+58])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[SH+11])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[PH7+66])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[PH3-])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[PH+67])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[OH7+68])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[O-])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[IH6+34])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[IH2+13])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[I+5])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[I+18])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)[FH+74])cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)S)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)P)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)I)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)F)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)Cl)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)Br)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=N)(N)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)Cl)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(F)(F)Br)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-n2nc(C(C)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([OH6+64])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([OH2+72])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([O-])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([O+74])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([NH3+67])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C([CH3+78])(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C(O)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C(N)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C(F)(F)[SiH6+63])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C(F)(F)[Se+88])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
Cc1ccc(-c2cc(C(F)(F)[PH4+68])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.868421052631579
