smiles,thiothixene-rediscovery
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.0
CN1CCN(CCCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.9222222222222223
CN1CCCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.9222222222222223
CN1CCN(CCC=C2c3ccccc3Sc3cc(S(=O)(=O)N(C)C)ccc32)CC1,0.9101123595505618
CN1CCN(CCC=C2C(=O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.9021739130434783
CN1CCN(CCC=C2C(=O)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.9021739130434783
C=C1C(=CCCN2CCN(C)CC2)c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,0.9021739130434783
C=C1C(=CCCN2CCN(C)CC2)c2cc(S(=O)(=O)N(C)C)ccc2Sc2ccccc21,0.9021739130434783
[BH3-]C=C1C(=CCCN2CCN(C)CC2)c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,0.8936170212765957
[BH3-]C=C1C(=CCCN2CCN(C)CC2)c2cc(S(=O)(=O)N(C)C)ccc2Sc2ccccc21,0.8936170212765957
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CCN(C)C1,0.8936170212765957
CN1CCN(CCC=C2c3ccccc3SC(=O)Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=C[NH3+])c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=C[NH3+])c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CS)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CS)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CP)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CP)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CO)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CO)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CN)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CN)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CI)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CF)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CF)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CCl)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CCl)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CBr)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8936170212765957
CN1CCN(CCC=C2C(=CBr)c3cc(S(=O)(=O)N(C)C)ccc3Sc3ccccc32)CC1,0.8936170212765957
CC=C1C(=CCCN2CCN(C)CC2)c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,0.8936170212765957
CC=C1C(=CCCN2CCN(C)CC2)c2cc(S(=O)(=O)N(C)C)ccc2Sc2ccccc21,0.8936170212765957
CN1CCN(CC[CH]CC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8924731182795699
CN1CCN(CCCCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8924731182795699
CN1CCCCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.8924731182795699
[CH2+]N(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,0.8888888888888888
[CH2+88]N(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,0.8888888888888888
[BH3-]N(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH8+60])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH8+5])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH8+56])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH8+30])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH7+26])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH7+24])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH42+72])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH42+53])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH4+87])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH34+92])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH32+64])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH30+70])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH3+5])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH28+66])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH2+37])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SiH+68])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[Si+40])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH8+8])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH8+64])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH59+90])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH54+77])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH5+70])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH44+44])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH4+87])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH4+86])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SeH24+65])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH9+25])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH8+82])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH8+27])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH6+74])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH6+30])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH5+5])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH43+84])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH4+87])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH33+53])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH2+36])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH13+75])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[SH+23])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[S+54])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[PH7+64])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[PH2+27])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[OH9+26])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[OH8+27])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[OH7+8])cc32)CC1,0.8888888888888888
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[OH7+86])cc32)CC1,0.8888888888888888
